user_id,rec
1584,"[ 1029743  1106523   835973   965766   899624   865705   957736  1070272
  1119761  1004906   919423  1044078   916122   872137  1062128   844179
  1046587   999858  8090440  1006878   857503 12810393  1043787   960732
   880150  5568729  1082212   940947  5569230  1072523   854405  1099089
   839419   966684 12301100   825343   968072   902172  7139529   882247
   824180   906838   861279   902094  6442594  1070497  1029894  1070820
  1068719   983584  1122358   919534   834117   913210  1075214  1020581
   904129   999250   856827  1105301  1102067  1087102 12302069   871061
 12301109   917816   828106   832678  1138443  1041796   834826   957951
   824758   925862  1042438   990797   848029  1112238   999714  1131488
  1051211   863447 12811532  1071342   995965  1053754  9677236  1125278
  1005274 10149640   825749   866755  9553288  9553397   985999   999104
  9527159  1048507  1081177   961979]"
1585,"[ 1126899  5568729  9677236  5569471   854852  1075214  1046756   995478
   901062   916122  1055504  8090440   933835   878996 12301109  5569230
  5569327   844179  1127831   951197  5568378 10344585 12171656   854405
   866211   897954  1058404   991223   854754   986912   913210   852856
   887102  1112238   860248   857503  1062128   865705   968072   944137
  1119405 12301073  1076056   874972  1002771 12262778   825994  1072968
  6442594  1070820  1098844   999104   880427  1051468  1108094  1138443
  9553397  1121384   904129  1131488  1000237   985999   865528   825365
  6034857  5981072   935317  9836106   834117   834826   995965   863447
  5592888   839419  1048507  1081177   951412   835098  1087102   908318
  1027168   859427  1022097  5585510   865174   871061  1115175  1044078
   909714  1137775   892531  1070272  1018740   996028   845307   819978
  1070845   999858  5569845 12301839]"
1587,"[ 1029743   899624   865456  5568378   844179  8090521  8090537  1097001
  8090509  1051211  1067695  5569327   917816  1076056  1137346   934639
   995478  1070497  1082185   949023  1068719  1037840  1106523   824758
  6534035  8090440   839243  1136719  1079987  1025535  7442008   916990
  1035676  1134810   825343  1056509   998119   823704   866871  1044188
  8090545  1119761  6391381  1070272   895295   999104  8090536   835300
  1046545   999858 12301109  1004906   982469   916122  1128240  8090532
  1112238  8090539  5569230  1068292 12302069  1044078  8090513  5568489
  1113111   969568  1062002   947858   944139   906838   902094 12301100
   957063  1009187  1002771  8020001   949294  1062128   999250  1022428
  5585510  1102067   825994   895166   831628   985999   952163  1043751
  5590613   823721  1125278  1138292   861279  6552253  1038663   832678
  1072523   833724   871061   850102]"
1588,"[ 1082185   979707   901062   866211   854852  1022254  6034857  6602697
   916122  5569230   899624  1004906   909714  1105488  1026118  1098248
   965842  1029743  1127831  1024306  8090440   999104   961979  1070272
   948670  1005274  1087102   983584   857503   944137  5569845   985999
  1056509   865705   878996   852856  1125278  1075214   897954  1079987
   908318  1080853   912704   970747  1022097  1127179   866755   857006
   930118   952163  6442594  1135476  8203834  7024990  1023720   933637
  1106523  1051516  1098844  1104343  1092303   965267   848319  5568378
   996070   933835  6548453   986912  1122358   951412  1115576   998444
 10149640  9553288  1008547   893018  6391381  1062128  6602729  1119405
   995478  1062002  1055504   901666   999250  1081177   834826   991223
  5569471   993638   866871  1133254   865174   880427   996028   960732
  1057102  1009187  1046545  1135258]"
1590,"[ 1081177  1070820   838186   944836  5568378  1026118   829291   854852
   965766  1046756   916122  1055425   990797  6602697   985999   823721
   921504  1029743  1126899   983584  1004906   883003   852856   849202
   910473   893018   968072   897954  1137775   951197  1042438   824180
  1071342   909714   896862  1043751  5569230  5585510  5568729   866211
  1018740   982790   951412   995965  1051211  5569327  1127831   907631
   885863   829001   906838  1119761   998119   874972   839419   908318
  1027168  1112238 12811532   944137   902172   998444  1028995  1115175
  1072968  7441210  9553397  1020581   935317   899624  1122358  1075368
  1103105   866755  1009187  1070272  1058404   931255  9835509   825749
  1135476 12262778  1070845 12301100   854405  9836106   861279  1138443
   892531   933835   971922  9677236  8020001   880427   865174   845307
  1087102   857503 12810393   835098]"
1591,"[1068719 1070820  965766 1050851 6463742  890695  916993  907631 1122358
  896085  854852 1038663 1105488  878996 1062002  902172  930118 1026118
  963971 1127831 6034857 1044078 5585510  933835 1029743  849202 5568378
  893018 1043494 1128016 1065538 1024306 1018007  854405  910473  957951
  999779 1012587 1051323 1081177  909714  866211 6548453  823721  908318
 1127179  859154  965267 1072799 1126899 1110218  996070 1037840  983584
  916122 1075368  952163  986912 1023720 1004906  860299  871611 1013928
  957063  878715  998444 1044759  901666 5590613  860248 1138443  944137
 1083787 5587656  866871 1132771 1074754  904129 1034176  926905 5568729
 1042544 7139529  999198  964521  990797 1072968 1103105  965842  887102
 1108094 1100972  887474 9553397  941361 6442594 5591170  948670  906923
  839419]"
1592,"[ 1002771   823704   830503   916122  5569230  5569471  1019643   835098
   895295   999858   839656   933835   972665   957951  1040807  1051211
   825994  1062128  8177622  1013167   912704   908283  1024306 10344585
   891961  6463742  5568249  6533362  9707240   930118  1070820  1075368
   848319   957063   976199   819978  1127831  6534030  8090536  5569845
   838186   866211  5569374   985999  5567702  1050851   901776   965842
   856252   883932  1130375  1000237  5570383   844179   887474  5568489
  1056509   865456  1070497   879504  1131344   833724   824758  8090513
  1128016   946839 10149640  1137775  1022097  9835509  1051323   823721
   944836  5591170   835300   849202  1112238   951412   843464  1101010
   896085   938300   981086   944137   913210   856942  1135834 12301073
   860248   910032   940947  1055425  1104343   998119   887102   971922
  7139529   995478  5585510   957736]"
1593,"[ 1082185  1029743  5569230  1044078   878715   979707   937292   866211
   980823  1023720  9707240   902172  1123842  8291322   878996 12301405
  9245106   835098  5569471   965267   938300  1062002   896862   860248
   908318   854405   859427 12301073   930118   941361   904129   985999
   892531   933637  5569845   880150   999714   957951  1075368  1106523
  1037840  1022254  1102416   896613  1000237   995896  6463775   957736
   874972   996070  1042942  1127179  1072968   998444  1051516   859191
  5569374   951412   995965  9935616 10149640  9835509  8065410   910032
  5587656   865528 12810393  1056509  1055503  1034176  5568729  1016800
   946995  1127831   909714  1012587   999270   857503  6534077   917033
   861279   946839  1128016   909268   926905  1065538  1108094   849202
 12301109   823704   834117   844179   865456   999858   998119   916122
   913210  7139529  1020581   901062]"
1594,"[ 1022254   865456  1106523  1029743  1068719  1082185   844179  1101010
   965766  1044078   986912   880150   871756  1067695  1138443   899624
   863447  8090537  1130858  9836106  1043751  1097001  1087102   883003
   832678   836445  5569845  9527159   969568  8090521  1025611   829001
  1085983   902172   866755  1053754   982469  1042942  1133254   856827
   965267  1023720  1135222  1037840  1051211  1074333  1076056   948650
  1002850  1093413   859154   861279  1025581  6534077  5587656   825365
 12301109   999779   944486  1131438   896613   819308  8090509   841220
   990797  1070845  1068292  1083787   956486   921504   845307   972143
   910673  5568378  5569230  1018740 12301100   953561   971922  1041796
   999714   893018   827656  5568197  1025535   885863   846823  1028995
  1042544   823704  1059902  1137346  1046587   947858   878996   895166
  1042438   935317  1127758  1132771]"
1595,"[  986912  1128016  5582712  1131438  1137775   933835   971922  1135834
   993638  5568489  1122358   976199  1132771  8090537  5569327  5568378
  5569471  5585510   995965   857503   946995   899624   854405  5568447
  1070702  1051323   940947  1006184   912704   844179 12301405   908318
   909268  5569230   852856   944137  1123842  7139529   839419   999714
  1042907   861279 12349795   859191  5591170   874972   887474   885863
  1012587   957951  6463742   866755   904997  5981072   904129 12263692
   831628  1110218  1020581  1029743  1075368   965267   916122  1127831
  1056509  1112238  8065410  1044759   892573   999779  1022097 12262830
   823704   963971  1069003  5585701   907631  1018007  5592888  1038663
  1043751   892314  7441210   890695   883003  1050851   823990  1138443
 12946027  5591083  5569845 12810393   866211  1074333   847573 12384775
   845307  1018740   968072  1027168]"
1596,"[  933835  1051211  1058404   832678   901776  7441210  1004906   951197
  6514160   995965   944836 12810393   907631  6391381   965766  9296919
   880427  1069003  1018007   999198  5568729  1103105   969568   947201
   882604   878996   829291  1083446  1013167  1009187   823704  1072968
   849202  7442008  1043494   846417   944137   859154  9707240  9553397
  6552253  1029743  1070820  1098844  1046756   825994  1134810  1080853
  1055425  8293447   995478   997796   971922   871061  5591083   931255
   951412  1112238   998119  1071342   957063  5591170  1115175  1128016
   835098   910032   892531   944139  5569327   946839  1050851   874972
   830503  1019643   949965  1124695  5585510  1051468  1043751   893018
   833724  1100972  1108094   854405   999270   948086  1085983   944486
   865528   936355  1027168  1127831   901062  1072799  1123022  1042544
   839656   902172   823721  5568378]"
1598,"[ 1029743  1042438  1044078   916122  1132771  1106523  5568378   986912
  1068719   865456  1101010   848029   874972  1056509   899624   907631
   854852  5569230   965766  1004906   832678   883932   908318   844179
  9836106 12810393   993638  1051211   861279  5569327   944139   913210
  1040807   990797   901062   878996   863447   999270   933835  1070702
   866211  1016800   896613  1000753  1024306  9245106   926905   910032
  1081177 12301109   880150  1127831   892531  1022097   948670 12301100
   968072  1105488   949965   825343  1027168   852856   999858  1124695
 12301839  6034857   897954  1135258   828106   944486   999714   948650
 12262778   819978   985999  1062002   865528   835098   831628   998206
   965267  8020001   952163  1046545  8065410  1020581   893018   937292
   834117   866878  1115175   912704  1043751   823990  1055503  1074754
   902172   823721  5591170  1076056]"
1599,"[ 1004906  1013928  1128240   863447   999779  1127758   933067 12946027
  1068719   944137   944534  1025611  1000753   999858   835300  1051323
  1068292   982469  1113111  1106523  1044078   990797   965766   916122
   949023  9835903   825343   910673   871611  8090521   880150  1050851
  1072523   934639   908318   896613  1071342  1025581  1042438  5568378
   866211   832678 12302069  1070272   846823  1081177  1002850   848029
   838186   844179   823990  1119761  1123842  9527159  1112238  1042907
   839419   825749  1035676  1013167   917816   819308   956486   831628
   972143   859154 12263692   847573   856827   952163  1020581   899624
  1026118  1025535   878285  1102067   874972   930118  1038663   825994
  1059902  1046587   902094   999270  1103105 12301109  1131344  8065410
 12384775   989069  8090537   854405   824180 12810393   895166  1070702
  1135222 12301100   948650   836445]"
1600,"[ 1106523  1093413  1025611  1042544   999779  1127758   865528  1013928
   937292  1122358   846823   948670   999250  1022428   986912  1022254
  1029743  1126899  1046587  6464086  1128240  1051323  1023720  1099089
  1035676  1074333   947858   863447   904129   957063  1025581  1127179
  6602697  1135222 12731714  1123842   957736  8065410   956486   933067
  1094308 12384775   989069  1070702  1000753  1135834  5585510  1125278
  1044759   930666  6534077  1053754  1044188   825749   965842  1070272
  8203834  1051211   916993   934639   919423  1103105  1067695  1133254
  1038985 12810464  1021116   856827   859154   819308   944534   885290
   993638  1131344   910673  1012587  1044078  1059902   972143   871756
   890695   957951   893018   896862   999270   839419   850102  5568197
  1068292 12946027  1072523  8090537  1042907   854852   895166   836445
  1038663  1025535  1083787   961979]"
1602,"[ 1082185   944836  1042438  1046756   916122  1029743  1070820  1098844
  1104343   848319  6391381  1009187  5568378  1126899  1022254  1122358
  1127831  1048257  1051211  1055425  1062002   909714   878996  1024306
   849202  1008547   951412  1101706 10149640  1121393   866211  6548453
  1071342  1128016  5569230   949294   901062  1105488  7139529   892314
   887102   957951  1042907  1057102  1119405   957736  1076056   866871
   861279   995478   878285   985999   995896  1127179  1080853   930118
   860299   933637  1070497  1023720  7024990  1092303   872137   996070
  1004906  6534035   999104   969568   833724   880427  5578547  1005274
  1062128   897954  9296919   906838  1019643   995965   885290  1135476
   893018  1014948   874972   937292   901776  1021324  9707240  1136719
   852856 12731436   857503   907631   901666   906923   903800   865174
   944139  1098248   871611  1022097]"
1604,"[ 1105301   832678  1051211   944486  1101010   986912  1024306  1044078
   910032   953561  1075214   936355   866755  9553288  1106523  5568378
   824758  1068719   963835  1023720  1056509  1131438   961979  1138443
  1018740   999104  1062128   965766   990797  1112238  1136719   993638
  1137775   908283   960732   947201   893018  1125278   904129   999714
  1115576   883932  1048507   995478   912704   896085  1046587   883003
  1127179   902172  1081177  1009187  9836106  1131488   948670   856827
  6442594  5569327  1105488  1132771  1085983   834826  1103105  1087102
   982469   871756  1070497 12301109   844179 12301100   999250  1002771
  1005274  1102067   825994   890695  1074754  5568729   952163   989069
  1058404  1135222  8065410  9553397  5591083  1130375   971922   966684
  6552253   949965  1044188   907631   878285  1070272  5591170   999858
  1040807   921504  5569845   825365]"
1607,"[ 8090521  8090537  8090509  5569471  5569230 10344585  5569374  5569845
  6533362  6534030  8177622  8090532  8090513  1055504  8090541  8090539
  1127831   871756  8090536  1006184  5592888   852856  1105301  5568489
  6533608  6534077  6533936   944139   835278  6534035  6534480  5981072
  1126899   848319   887102 12263692  1022428   933067   906923   856942
   829852  1131488  1050851  6034857   885290   948670  1105917  1023720
 12349795  1124695  1115175  1135222   969568  1067695  1042438  1131438
  1134810  1124432  1121384   954966  5585510  7139529   919423   878996
  1101706  8090545   850102   957736  1105488   912704 12301405  5570383
  5568249  1022097   901062  1041796  1000237   914318   830503   865528
   957951   997796   944534   831628  5567702   892314   862799   841220
  9935616   913210  8020001 13506200   857503   835973  1021116   824758
   838186  1101010   999714   834117]"
1608,"[1082185 1106523  909714 1004906 1026118  863447 1029743  899624  854852
  901062 1081177 1044078 1127831  916122 1068719 1042438 1022254  979707
 1098844 1024306 1098248 1092303  983584  872137  976199 1051516 6034857
  878996 1068292  825343  970747  963971  951412  880150  866211 1062002
  901666  854754  933835 1055504 1122358  844179 5568378 5569230 5585510
  857503 1105488  835098 9835509 5569471 6602697  930118  999779 1008547
  925862  848029  896613  999858 6602729 1079987  892531 8090440  871611
  897954 1133254 1127179  857006  831628 9242918 6548453  948650  944137
  823990  991223  985999 1075214  834826  998119  972143 1113111  996028
  835300  998444 1135258  882247  828106  866871  965267  941361  952163
  996070 1023720  933637  906923 9553397 1135222 1025535 1046545 1135476
 1055503]"
1609,"[ 1082185  1029743  1070820  1087102   979707  1127831  1002771   933835
  1062002   899624   866211   883003  9242918   865705   951412   832678
 12301073   909268   909714  5569230   910032   903800  1137775   868548
   872137   961979   878285   857503   852856   998119  1135476  1106523
  1098248 12301109   986912  1004906   901062  1105488  1081177   925862
  1024306   999858   854852  1057102  7168026  1138443   878996  1040807
   865456   995965   999104   971922   902172  1018740   908318   859427
  5578547  9835509   844179  1112238   957736  6034857  5568729   957951
  1125278  6548453   882247  7139529  1022097   845307  8090440   913210
  1133254   901666   866755   857006   930118  7024990   935317  1092303
   848319   965267  1041796   824758  1062128   999714   990797   892531
   834117   965766  1055504  1076056  1115175   827656  5569471   953561
  1070845   921504  1000237   936355]"
1611,"[ 1037840  1050851  1070272  1029743  1082185   986912  1026118   934639
   910473  1035676  1068292   906838   825749   917816  8203834  1075368
   949023  6548453  1070820  1031316  1106523  5981072  1128016  1119405
  6602697  6602729   999779  1038663  1020581  1082990   856827   949294
   996070   902094  1122358  5568197   948670  1076056  1062002  8090537
   895166   880150  1113111  1046587   878285   930118  1133254   993638
   844179  8090440  1034176   880427  1021324  1137346   854852  1119761
   819308   887102  1135222   897954  1004906   964521 12301100  1059902
   904997   906844   946839  1135258 12384775  1127758   859154   999858
   982469  5569230  1097001   957063  1125278  9527159   850102   901666
  5585510  6391381   846823 12731436  8090521   999250   961979  1044078
  1079987  1081177   896613   835300   908318  1013928   944137   916122
   871611   849202  1072523   985999]"
1612,"[  968072  1029743  1070820  1132771  1087102  1105488   854852   901062
   866211  1024306   897954  1126899   965766   872137   916122   885290
  5568378  1004906  8090521  5569230   944836   903800  1138443  8090537
  1127831  1055425  9296919 12731436  1046756   971922   874972   908318
 12262778  1070272  9835509  1128016  5568729   852856  1112238  5578547
  1023720  7139529 12262830  1119405  6602697 12349795   999858   885863
   953561  1071342  5592888  7024990  1137775   960732  1115175  8090532
  6534035   985999  1105301   999714   878996   845307  1070845   909714
  1022097   861279   935317  1051211   857503  1081177   823721   891961
   883003  1131488   944137   827656   964521  1058404   863447   882247
  1000753  1027168   925862   996028  1062002  1127179  1135476  1082212
 12301405 12810393  1018740   880427 12301073   878285  1055504   866755
   912704  1135222 13189726   957736]"
1614,"[ 1082185  1022254   979707  1106523  1055504   901062  1105488  1023720
   933637   878996   965267   996070   834117   960732  1070820  1092588
  6548453  1029743  1126899  1098844  5569845 12301073  8177622  6534077
   866211   917033   944486  5574377   972143  1124695  6391381  9527159
   856827   841220  9553397  1089954   919423  1048507   999250  1008547
  5569374   857503  1062002  1075214   961979  1127831   966684  1101010
  5569471  1121384  1004906   836445   882247   896613  1024306  1021116
   828106  1122358   835278  1029894   866871   930118  1127179   913210
   880150  1098248   925862   857006   957736   901666   941361   871756
  1041796  1026118  1042942   999714  1102067   865528  8090440   921504
   909268  1038985   944836   908318  8020001   910032  1080853  1044078
  1042438  1025611   854754  8273833  1051516   944139  1068292  1125278
  6602697  1006878   957951  1131488]"
1618,"[ 1070820   944836   901062  9242918  1092303   971922  1071342  1138443
  1006184   878996  1051211  8090521  1056509  5568729   857503   909714
  1105488  1127831  1062128   866211  1079987   897954   882247   925862
 10149640  1024306  1102067   995965  1132771  1057102   887102   933835
   953561   835278   878285   866871  7139529  5578547   866355   866755
  6548453   930118   824758   906923  7024990  1070497   860299   941361
   965267   833724   965766  1136719   957736   951412   916993  1019643
   996070   990797  5568378   865456  1119405   940947   916122  1081177
  1068719  1004906   848319  1023720   999104   982469   996028   832678
   912704  1022097  1070845   995478  1062002  1005274  1087102   985999
  1128016  8090509   852856  7168026  1014948  1018740  1043787  1123022
 12731436   883003   999714   991223   827656   845307  1082212   882604
   885290  1035676  1101706   885863]"
1619,"[  834117  5563693   916122   966684  6391381  1075368   897954   986912
  1068719   965842   919423  8090537  9835509  1138443  1004906   880150
   913210  1044078  6034857   957736   854852  1106523   993638  1127831
  5568489   878996  6548453   844179 12301100 10149640   829852   866211
   835098  1019643  6534077  1125278   866871   871611   995628   854405
  5569845   999250   944137  1076056   952972   991223   985999  1127179
   930118   965267   860299  1029743  1026118   899624  1022254   872137
   828106  1105488  1135476   885863   952163  1020581 12301109 12946027
  1056509   831628   995478   951412  1029894   896613   999858  8203834
   961979   857006   957951  8090440  5569230  1070702  1055503  8090521
  6602729   835973  1101706   866878  1080853   996028   948670  1099089
  1119405 12302069   833724  1062002  1068292   825343 12810393  1013928
  1087102   941361  8090509  1081177]"
1620,"[ 1106523   862799  1074333  1044078   916122  5587656  1099089  1068719
   896085   899624  5569230   880150  1081177   998206  9245106  5569845
   983584  1122358  5590613   844179  5568378  5585510  1105488   832678
  1059902 12810393  1042438  1127831   893018   878996   825343  1094308
  1056509  9836106   949294   944534   865456   823990   857503  8065410
 12301109  8090521  1087102   866211  1112238 12301100  1012587  1038663
   825749 12810391   861279  1131438   917816  1119761  1076056  1000753
   848029  1121393  1008547  8090509   831628   857006  1042942   904129
   947858  1025535  1046545   965267   941361  8020001  1055503  1126899
   986912   865174   835098  1051211  1051323  1128240  8090537 12302069
  1020581   839419   999779   999858   863447  1042544   990797 12810422
   999714   828106   896613 12811532   935317  1131488   871756   948650
  1027168  6442594   957951 12301839]"
1621,"[ 1106523  1004906   946839   913210   883003   823704  1101010   844179
  1137346   907631   933835   926905   885863  1042544   957736  1029743
  1132771  1040807   834117  1138443  1044078   865456   832678  1050851
  1027168  1043751  1128016  1127831  1072523   892531   825365   893018
   897954  1000753  1016800   899624   983584  7139529  6534480   874972
   910032   865528   896613   890695  8065410  5569230   937292   835098
   948650   823990   944139   969568   968072  1083446  5569845   952163
   916122  5568378   856252  6548453   850102 12262778 12810393  1070702
   906838   957063  1105488   990797 12301100   957951   902172   949965
  5568729   935317   904129   863447   999198   848029   971922  1012587
  1025535  1018740   999270   999858   819978   995896  1085983   999714
   993638   825343  1018007 12648296   827656   841220   866755  1021116
  5591170   831628   880150   878996]"
1622,"[ 1029743  1082185  1055504  1081177   916993  1062002  6034857  5585510
   834117   866211  1006184  5569471  1026118   854852   993638   948670
  8090532   878996  1012587  8090541 12301405  1008547   933067  5569374
   986912   909268  1027168   904129  1127179   961979   839419  1110218
  8020001   906923   996070  1070820   983584  1122358  1124432  1044759
   982790  1068292   887474  5981072  8090537  1131344  6533936   941361
  6533608   893018   999714 12349795   999250   933637   901666  1024306
  1070272  1074333   908318   940947   957951  1099089   850102  8273833
  1125278  6464086   896085   997796   859191  6534077   999270   839656
   957736   882247  5582712   892314   830503  1022097  1094308   823704
  1042942  8090536  6442594  9677236  5592888  6534030   866871  1098248
  1127831   852856  1038985  8177622   857503   901062  1023720   930118
   857006  1105488   965267   913210]"
1623,"[ 1040807  1106523  1068719   883932  1044078   899624  1081177   871756
   933835   965766  1038985  1138443  1132771   854852  1070702   916122
  1025611  1137775  1062002 10149640   896613   838186   999779   866211
  1105488  1076056  1035676  1050851  1042438   910673   844179   909714
   828106  1074333   871611  5568378   878996   957063   893018   933067
   956486  1000753  1018740   885863   874972  1119761  1070272   846823
   852856  1022097  1068292 12302069   930118   906923  1122358  1004906
  6034857   910032   912704   896862 12301100  1023720   972143  1131344
   859154   910473   865528   917816  1135258   948650   885290  1006184
   999270  1087102   836445   823990   883003  5585510   863447   952163
  1093413  1127758   866755   819308  1085983   953561   935317   934639
  1012587  1123022   944534  7168026 12731714  1043751   845307   849202
   831628   971922   827656  1025535]"
1624,"[ 1082185   993638   880150  1026118   828106   986912  5569230   956486
   899624  5569845   823990  6391381   854852   835098   825343   850102
   871611  8090539  1044078   896613   844179   895166  8090537   835300
  1021324   948650   917816  1076056   972143  1135258   819308   831628
   933637  1023720  1029743   963835  1004906  1051516  1098844  1092303
   961979   947858  1113111   999250  1072523  8090440  6534077  1127179
  1098248   848029  1119761   825749   866878  5585510  1025535   934639
  1068292   863447  1067695  1127758  1046756   866871  1128240   904997
  1081177  8090521   999858  1125278  8203834 12301109   857006   902172
   847573  1009187  1043751  1051468   852856   836445   999714 12810464
   894439  1022097   824180  1101010   885863   865174  1055503  8020001
 12731714  1008547 12810391  1062002  9553397   901666   868683  6534035
   999779   930118   857503  8090509]"
1627,"[ 1105488  1029743   835098  1026118  1082185  1068719  1004906   880427
   835300   934639  1068292  1127758   857503   878996  1070820  1126899
   916122   986912  1098248  1127831  6391381   940947  1024306 12810393
 12946027   961979  1125278  5582712   999250   887102  6034857   854852
  1081177   866211  8090440   871611   993638   904997   930118   996070
  7024990   965267  8203834  1075368  1098844  1022254  6548453  1037840
   976199  9242918   854754  1019643   965842  1119405  5981072  1080853
   999779  1127179  1071342   916993  1023720   833724  6602697  1135476
  1038663   896613   999104  1020581   857006   944137   866871   823721
   985999  5585510   824180  8273833  6602729   834117   845307   846417
   956486  5569845   913210   896085  1079987   908318   825749   824758
  5568197   897954 12301405   952163   964521   880150  1062002  1051323
  1112238   885863  1008547   972143]"
1628,"[1106523 1082185 1037840 1102416 1068719  983584 6034857  976199 1085983
 1092588  848319  990797  951412  965772 5574377  901062  949023  965766
 1044078 1081177  834117 1132771 1067695 1101010  916122 1013928 1127831
  844179  878715 1121384  910032 1041796 1044188  871756 8090537  832678
  883003  907631 8090521 1105488 1050851  839656 1059902  841365 1130858
  925862 1043751  893018 1021116  910673 1072523 1043494 1103105 1042544
  944139  933067 1127716 1000753  892531 1046587 1100972  835973  878996
 1097001  916990  836445 1042438  825365  856827 7441210  982469  859154
 1053754  857006  831628 1131438  944486 8273833  960732 1112238 1137346
  999198  956486 6534480  902172  957736  972143 1119761 1070272 1115175
  827656  966684  998444 1075214  917816  874972 8090513 1074754 1102067
 1025535]"
1630,"[ 1106523   895166  9835903   944534   896862  1135834  1062002   862799
   930666  1018740   865026  1068719  5585510  1042907  6464086 12301405
  1043751  1132771  1024306   937292   899624  1051516   986912   940947
   910032  1070702   854852  1127758  1081177   999270   832678  1098248
  1131344   896613   893018  8065410  1105488   844179   965766   993638
   999858  1044078  1000753  1040807   866211  1004906   863447  1137775
   908318 12301100 12262978   866871   925862   841220 12384775   874972
 12262778   865528   902172   885863  1042544   871756   995896  1124432
   857006   930118  1023720   933637   952163  1101010  6034857  1127179
  8203834  1022254   965267  6534077 12301109   934639  1138443  8090537
   848029   999104   947858   956486   910673   921504   972143  1068292
   835300   878996   835098  1050851   948650   871611  9836106   933067
   883932 12731714   883003   823704]"
1631,"[  983584  1029743  1004906   883003  1070845  1044078   844179  5569327
  8090537  8090509   885863 12301405   986912   916122  1138443  1087102
  5568378  8090521  5569230   990797  1122358   907631   944534 12810393
   897954 12648296 12301109   861279   953561  9245106   999858   968072
   893018  1042544   878996   848029   914318  1018740 12301100  1043751
   880150   839419   952972 12384775  8090545   985999  1119761  6534035
  5569845 12811532  1028995   948650 12349795   866211   827656   838186
  6534077   845307  5568489   874972   831628  9833277 12263692  1133254
  1124432   866755   847573   952163   935317  8020001  1070820   933835
  1020581   899624  1132771  1127831  6442594  1050851   863447  1027168
  1103105   971922  1000753  1074754  1137346  1055503  1071342 12810422
  6534480  1131438  1070702  5569471   917816  1070272  1128240 13189726
   850102 12262778 13506200  1042438]"
1632,"[ 1070820  8090440   913210   883003  1087102   878715  6034857   999104
   909714  1065538  1062002  1012587   854405  1081177   951412   854852
   857503   866755  6463742  1138443   903800   866211   948670  1070272
   845307   893018   849202 12811532   823721  1072968  6442594   880427
  1041796   944137   865705  1127831  1070845  1112238   865174  5578547
   916993  1029743   986912   983584  1126899   839419   935317  5592888
  1115175   885863  5585510  5568729  1099089   971922  1132771   902094
   991223   825749  1108094  9835509   887102   965842   998119   860299
   891961  1110218  1074754   953561   860248   885290  1002771   852856
  1000237   944836 13189726  1024306   933835  1123022  1121384  1082212
  1055504  1101706   839656  1028995  1055425   933067  1105301   999198
  5563693  1119405   906923   906838   957736   995478  1034176  1137775
  1004906   957951   882247   871061]"
1633,"[ 1029743  6034857  1138443   854405   823704   885863   916122   916993
   854852  1101010  1131344   844179  1040807  1004906   995965   933835
   883003 12301109   937292  5569845   993638  1087102  1018740  1070820
  1068719   986912   990797  1056509  1081177  8090521  8065410   901062
   965842   871756  5569230  1122358   972665   832678  1127831  1006184
   999270 12810393   948670   909268  1043751   908318   971922  1137775
   989069   874972   857503   863447  1042438  9245106  1112238   859427
   846823   839419   921504   845307   953561  5591170   985999  1042907
 12384775   952163  1020581  1022254   951412  5568378  6442594  1044078
   940947  5569327   960732   897954 13189726  8090537   957063   944534
   999858   859191  1070845  1070702  1000753  5569471  6463742   893018
   835098   933067   865528   880150   944137  1051211   866211   935317
  1128016   819978  1132771   866755]"
1634,"[ 1070820  1029743   919534   999270  8090537   944139   907631  7442008
   845307  1044078   850102  5569327   949965   899624   856252   871756
  5569230  1004906   965766  5568378   933835  8065410  1070702   944534
   916122  8090521   999779   848029   937292  1027168  1035676  1018740
  1042907   823990   983584 12384775 12301100   893018   823704 12811532
  1074754  1115576   985999   827656   829001  1042438   838186 12648296
  1000753   933067  1043751   831628   995896   847573  1046545  1020581
   952163  1106523   829291 12302069  1123842   897954   844179  1127831
   910032  7441210   859154  1131438   940947  9296919  1133254  6534035
   917816  8090532  9833277  1128240   865528  1137346   824180 12263692
   874972 12731714  6534480  1103105   863447   861279  1135258 12810393
   989069  5569471   948650   921504   883003  8090509  1119761 12301405
   914318   825343  1042544   828106]"
1636,"[ 1106523  1070820  1029743  1126899  6034857  1044078   916993   951412
  1019643  1127758   971922   866211   885290  1132771  1048257   883932
   894439   916122  1101010   986912   926905  1127831   910032   844179
  1055425   944836  1098284  9835509   944534  6533936  6602697   857503
  5569230   832678   871756   839656   925862   946839  1130858  1050851
  1038985  1062128 10149640 12731714   849202   852856  1034176   909268
   836445  1072523  1082212   948670  1131344   916990  1130375  1101706
   910673  1127716   947201   957063  1016800  7441210   930118  1110218
   982469   997796   847573  9707240  1080853   995478  1131438   957951
  6463775   944486   823704   917816  1115175   956486  1070272   823990
   972143   824180  1085983  1105301  7168026  1115576   917033   874972
  5569374  8090541   961979   999198   887102   891961  1119761  1134810
   906844  1131488  6533608  6534077]"
